path,status,epsg,width,height,bands,res_x,res_y,error
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-16.tif,ok,32650,975,1121,3,0.5560058416450188,0.5560058416450188,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-17.tif,ok,32650,975,1120,3,0.5560038042390855,0.5560038042390855,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-18.tif,ok,32650,975,1120,3,0.5560017706370659,0.5560017706370659,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-19.tif,ok,32650,975,1120,3,0.5559997408392113,0.5559997408392113,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-20.tif,ok,32650,975,1120,3,0.55599771484326,0.55599771484326,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-21.tif,ok,32650,975,1120,3,0.5559956926504352,0.5559956926504352,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-22.tif,ok,32650,975,1120,3,0.5559936742610118,0.5559936742610118,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-23.tif,ok,32650,975,1120,3,0.5559916596755418,0.5559916596755418,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-24.tif,ok,32650,975,1120,3,0.5559896488925352,0.5559896488925352,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-25.tif,ok,32650,975,1120,3,0.5559876419111376,0.5559876419111376,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-26.tif,ok,32650,975,1120,3,0.5559856387338151,0.5559856387338151,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-27.tif,ok,32650,975,1120,3,0.555983639359403,0.555983639359403,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-28.tif,ok,32650,975,1120,3,0.5559816437869829,0.5559816437869829,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-29.tif,ok,32650,974,1120,3,0.5559796520164858,0.5559796520164858,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-30.tif,ok,32650,974,1120,3,0.5559776640506016,0.5559776640506016,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-31.tif,ok,32650,974,1120,3,0.5559756798866229,0.5559756798866229,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-32.tif,ok,32650,974,1120,3,0.5559736995242698,0.5559736995242698,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-33.tif,ok,32650,974,1120,3,0.5559717229665518,0.5559717229665518,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-34.tif,ok,32650,974,1120,3,0.5559697502092762,0.5559697502092762,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-35.tif,ok,32650,974,1120,3,0.5559677812551661,0.5559677812551661,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-36.tif,ok,32650,974,1120,3,0.5559658161038082,0.5559658161038082,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-37.tif,ok,32650,974,1120,3,0.5559638547543568,0.5559638547543568,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-38.tif,ok,32650,974,1120,3,0.555961897207043,0.555961897207043,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-39.tif,ok,32650,974,1119,3,0.5559599434623465,0.5559599434623465,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-40.tif,ok,32650,974,1119,3,0.5559579935197466,0.5559579935197466,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-41.tif,ok,32650,974,1119,3,0.5559560473789523,0.5559560473789523,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-42.tif,ok,32650,974,1119,3,0.555954105040603,0.555954105040603,
/mnt/d/数据/武汉影像/卫星0.5m_32650/武汉_大图/L19/武汉_06-43.tif,ok,32650,974,1119,3,0.555952166504657,0.555952166504657,
