dsm_id,candidate_tile_id,dsm_source_name,crs,tile_min_x,tile_min_y,tile_max_x,tile_max_y,expand_margin_m,request_min_x,request_min_y,request_max_x,request_max_y,raster_path,status,download_request_id
s200_x253646.869_y3365287.480,s200_x253646.869_y3365287.480,srtm,EPSG:32650,253546.86911584332,3365187.480292981,253746.86911584332,3365387.480292981,250.000,253296.869116,3364937.480293,253996.869116,3365637.480293,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253646.869_y3365287.480.tif,ready,srtm_s200_x253646.869_y3365287.480
s300_x253696.869_y3365187.480,s300_x253696.869_y3365187.480,srtm,EPSG:32650,253546.86911584332,3365037.480292981,253846.86911584332,3365337.480292981,250.000,253296.869116,3364787.480293,254096.869116,3365587.480293,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253696.869_y3365187.480.tif,ready,srtm_s300_x253696.869_y3365187.480
s700_x253883.067_y3364778.442,s700_x253883.067_y3364778.442,srtm,EPSG:32650,253533.06710738334,3364428.4419510043,254233.06710738334,3365128.4419510043,250.000,253283.067107,3364178.441951,254483.067107,3365378.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x253883.067_y3364778.442.tif,ready,srtm_s700_x253883.067_y3364778.442
s500_x253783.067_y3364678.442,s500_x253783.067_y3364678.442,srtm,EPSG:32650,253533.06710738334,3364428.4419510043,254033.06710738334,3364928.4419510043,250.000,253283.067107,3364178.441951,254283.067107,3365178.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x253783.067_y3364678.442.tif,ready,srtm_s500_x253783.067_y3364678.442
s300_x253908.067_y3364803.442,s300_x253908.067_y3364803.442,srtm,EPSG:32650,253758.06710738334,3364653.4419510043,254058.06710738334,3364953.4419510043,250.000,253508.067107,3364403.441951,254308.067107,3365203.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253908.067_y3364803.442.tif,ready,srtm_s300_x253908.067_y3364803.442
s200_x253933.067_y3364978.442,s200_x253933.067_y3364978.442,srtm,EPSG:32650,253833.06710738334,3364878.4419510043,254033.06710738334,3365078.4419510043,250.000,253583.067107,3364628.441951,254283.067107,3365328.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253933.067_y3364978.442.tif,ready,srtm_s200_x253933.067_y3364978.442
s200_x254174.835_y3365575.528,s200_x254174.835_y3365575.528,srtm,EPSG:32650,254074.83531152448,3365475.5278006354,254274.83531152448,3365675.5278006354,250.000,253824.835312,3365225.527801,254524.835312,3365925.527801,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254174.835_y3365575.528.tif,ready,srtm_s200_x254174.835_y3365575.528
s300_x253908.067_y3365028.442,s300_x253908.067_y3365028.442,srtm,EPSG:32650,253758.06710738334,3364878.4419510043,254058.06710738334,3365178.4419510043,250.000,253508.067107,3364628.441951,254308.067107,3365428.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253908.067_y3365028.442.tif,ready,srtm_s300_x253908.067_y3365028.442
s200_x253933.067_y3364828.442,s200_x253933.067_y3364828.442,srtm,EPSG:32650,253833.06710738334,3364728.4419510043,254033.06710738334,3364928.4419510043,250.000,253583.067107,3364478.441951,254283.067107,3365178.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253933.067_y3364828.442.tif,ready,srtm_s200_x253933.067_y3364828.442
s200_x255717.683_y3363412.726,s200_x255717.683_y3363412.726,srtm,EPSG:32650,255617.68346681632,3363312.725988563,255817.68346681632,3363512.725988563,250.000,255367.683467,3363062.725989,256067.683467,3363762.725989,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255717.683_y3363412.726.tif,ready,srtm_s200_x255717.683_y3363412.726
s200_x253796.869_y3365287.480,s200_x253796.869_y3365287.480,srtm,EPSG:32650,253696.86911584332,3365187.480292981,253896.86911584332,3365387.480292981,250.000,253446.869116,3364937.480293,254146.869116,3365637.480293,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253796.869_y3365287.480.tif,ready,srtm_s200_x253796.869_y3365287.480
s200_x253660.673_y3365746.519,s200_x253660.673_y3365746.519,srtm,EPSG:32650,253560.6733898759,3365646.519046808,253760.6733898759,3365846.519046808,250.000,253310.673390,3365396.519047,254010.673390,3366096.519047,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253660.673_y3365746.519.tif,ready,srtm_s200_x253660.673_y3365746.519
s500_x253796.869_y3365287.480,s500_x253796.869_y3365287.480,srtm,EPSG:32650,253546.86911584332,3365037.480292981,254046.86911584332,3365537.480292981,250.000,253296.869116,3364787.480293,254296.869116,3365787.480293,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x253796.869_y3365287.480.tif,ready,srtm_s500_x253796.869_y3365287.480
s200_x253646.869_y3365587.480,s200_x253646.869_y3365587.480,srtm,EPSG:32650,253546.86911584332,3365487.480292981,253746.86911584332,3365687.480292981,250.000,253296.869116,3365237.480293,253996.869116,3365937.480293,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253646.869_y3365587.480.tif,ready,srtm_s200_x253646.869_y3365587.480
s200_x253810.673_y3365746.519,s200_x253810.673_y3365746.519,srtm,EPSG:32650,253710.6733898759,3365646.519046808,253910.6733898759,3365846.519046808,250.000,253460.673390,3365396.519047,254160.673390,3366096.519047,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253810.673_y3365746.519.tif,ready,srtm_s200_x253810.673_y3365746.519
s200_x253905.470_y3363310.367,s200_x253905.470_y3363310.367,srtm,EPSG:32650,253805.4698876719,3363210.3665024354,254005.4698876719,3363410.3665024354,250.000,253555.469888,3362960.366502,254255.469888,3363660.366502,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253905.470_y3363310.367.tif,ready,srtm_s200_x253905.470_y3363310.367
s200_x254474.835_y3365425.528,s200_x254474.835_y3365425.528,srtm,EPSG:32650,254374.83531152448,3365325.5278006354,254574.83531152448,3365525.5278006354,250.000,254124.835312,3365075.527801,254824.835312,3365775.527801,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254474.835_y3365425.528.tif,ready,srtm_s200_x254474.835_y3365425.528
s500_x253268.902_y3365299.458,s500_x253268.902_y3365299.458,srtm,EPSG:32650,253018.9018066581,3365049.4584696507,253518.9018066581,3365549.4584696507,250.000,252768.901807,3364799.458470,253768.901807,3365799.458470,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x253268.902_y3365299.458.tif,ready,srtm_s500_x253268.902_y3365299.458
s200_x254311.063_y3364816.491,s200_x254311.063_y3364816.491,srtm,EPSG:32650,254211.06292971745,3364716.490741796,254411.06292971745,3364916.490741796,250.000,253961.062930,3364466.490742,254661.062930,3365166.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254311.063_y3364816.491.tif,ready,srtm_s200_x254311.063_y3364816.491
s200_x254461.063_y3364816.491,s200_x254461.063_y3364816.491,srtm,EPSG:32650,254361.06292971745,3364716.490741796,254561.06292971745,3364916.490741796,250.000,254111.062930,3364466.490742,254811.062930,3365166.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254461.063_y3364816.491.tif,ready,srtm_s200_x254461.063_y3364816.491
s500_x254158.067_y3364678.442,s500_x254158.067_y3364678.442,srtm,EPSG:32650,253908.06710738334,3364428.4419510043,254408.06710738334,3364928.4419510043,250.000,253658.067107,3364178.441951,254658.067107,3365178.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254158.067_y3364678.442.tif,ready,srtm_s500_x254158.067_y3364678.442
s300_x254133.067_y3364578.442,s300_x254133.067_y3364578.442,srtm,EPSG:32650,253983.06710738334,3364428.4419510043,254283.06710738334,3364728.4419510043,250.000,253733.067107,3364178.441951,254533.067107,3364978.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254133.067_y3364578.442.tif,ready,srtm_s300_x254133.067_y3364578.442
s200_x254083.067_y3364528.442,s200_x254083.067_y3364528.442,srtm,EPSG:32650,253983.06710738334,3364428.4419510043,254183.06710738334,3364628.4419510043,250.000,253733.067107,3364178.441951,254433.067107,3364878.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254083.067_y3364528.442.tif,ready,srtm_s200_x254083.067_y3364528.442
s300_x254449.835_y3365625.528,s300_x254449.835_y3365625.528,srtm,EPSG:32650,254299.83531152448,3365475.5278006354,254599.83531152448,3365775.5278006354,250.000,254049.835312,3365225.527801,254849.835312,3366025.527801,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254449.835_y3365625.528.tif,ready,srtm_s300_x254449.835_y3365625.528
s300_x253908.067_y3364578.442,s300_x253908.067_y3364578.442,srtm,EPSG:32650,253758.06710738334,3364428.4419510043,254058.06710738334,3364728.4419510043,250.000,253508.067107,3364178.441951,254308.067107,3364978.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x253908.067_y3364578.442.tif,ready,srtm_s300_x253908.067_y3364578.442
s300_x255294.480_y3365760.735,s300_x255294.480_y3365760.735,srtm,EPSG:32650,255144.479752744,3365610.7347813593,255444.479752744,3365910.7347813593,250.000,254894.479753,3365360.734781,255694.479753,3366160.734781,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255294.480_y3365760.735.tif,ready,srtm_s300_x255294.480_y3365760.735
s300_x255519.480_y3365760.735,s300_x255519.480_y3365760.735,srtm,EPSG:32650,255369.479752744,3365610.7347813593,255669.479752744,3365910.7347813593,250.000,255119.479753,3365360.734781,255919.479753,3366160.734781,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x255519.480_y3365760.735.tif,ready,srtm_s300_x255519.480_y3365760.735
s200_x255717.683_y3363562.726,s200_x255717.683_y3363562.726,srtm,EPSG:32650,255617.68346681632,3363462.725988563,255817.68346681632,3363662.725988563,250.000,255367.683467,3363212.725989,256067.683467,3363912.725989,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255717.683_y3363562.726.tif,ready,srtm_s200_x255717.683_y3363562.726
s700_x254438.610_y3365984.565,s700_x254438.610_y3365984.565,srtm,EPSG:32650,254088.6099540508,3365634.565271766,254788.6099540508,3366334.565271766,250.000,253838.609954,3365384.565272,255038.609954,3366584.565272,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x254438.610_y3365984.565.tif,ready,srtm_s700_x254438.610_y3365984.565
s700_x255494.480_y3365960.735,s700_x255494.480_y3365960.735,srtm,EPSG:32650,255144.479752744,3365610.7347813593,255844.479752744,3366310.7347813593,250.000,254894.479753,3365360.734781,256094.479753,3366560.734781,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x255494.480_y3365960.735.tif,ready,srtm_s700_x255494.480_y3365960.735
s200_x255544.480_y3366010.735,s200_x255544.480_y3366010.735,srtm,EPSG:32650,255444.479752744,3365910.7347813593,255644.479752744,3366110.7347813593,250.000,255194.479753,3365660.734781,255894.479753,3366360.734781,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255544.480_y3366010.735.tif,ready,srtm_s200_x255544.480_y3366010.735
s700_x254411.063_y3364766.491,s700_x254411.063_y3364766.491,srtm,EPSG:32650,254061.06292971745,3364416.490741796,254761.06292971745,3365116.490741796,250.000,253811.062930,3364166.490742,255011.062930,3365366.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x254411.063_y3364766.491.tif,ready,srtm_s700_x254411.063_y3364766.491
s700_x254397.293_y3364157.454,s700_x254397.293_y3364157.454,srtm,EPSG:32650,254047.29280875245,3363807.454095203,254747.29280875245,3364507.454095203,250.000,253797.292809,3363557.454095,254997.292809,3364757.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x254397.293_y3364157.454.tif,ready,srtm_s700_x254397.293_y3364157.454
s300_x254766.545_y3365997.637,s300_x254766.545_y3365997.637,srtm,EPSG:32650,254616.5454075462,3365847.637183411,254916.5454075462,3366147.637183411,250.000,254366.545408,3365597.637183,255166.545408,3366397.637183,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254766.545_y3365997.637.tif,ready,srtm_s300_x254766.545_y3365997.637
s200_x255694.480_y3366010.735,s200_x255694.480_y3366010.735,srtm,EPSG:32650,255594.479752744,3365910.7347813593,255794.479752744,3366110.7347813593,250.000,255344.479753,3365660.734781,256044.479753,3366360.734781,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255694.480_y3366010.735.tif,ready,srtm_s200_x255694.480_y3366010.735
s200_x255772.413_y3365698.858,s200_x255772.413_y3365698.858,srtm,EPSG:32650,255672.41299202444,3365598.8580652266,255872.41299202444,3365798.8580652266,250.000,255422.412992,3365348.858065,256122.412992,3366048.858065,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x255772.413_y3365698.858.tif,ready,srtm_s200_x255772.413_y3365698.858
s500_x255769.480_y3365860.735,s500_x255769.480_y3365860.735,srtm,EPSG:32650,255519.479752744,3365610.7347813593,256019.479752744,3366110.7347813593,250.000,255269.479753,3365360.734781,256269.479753,3366360.734781,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x255769.480_y3365860.735.tif,ready,srtm_s500_x255769.480_y3365860.735
s500_x254311.063_y3364666.491,s500_x254311.063_y3364666.491,srtm,EPSG:32650,254061.06292971745,3364416.490741796,254561.06292971745,3364916.490741796,250.000,253811.062930,3364166.490742,254811.062930,3365166.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254311.063_y3364666.491.tif,ready,srtm_s500_x254311.063_y3364666.491
s200_x254161.063_y3364516.491,s200_x254161.063_y3364516.491,srtm,EPSG:32650,254061.06292971745,3364416.490741796,254261.06292971745,3364616.490741796,250.000,253811.062930,3364166.490742,254511.062930,3364866.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254161.063_y3364516.491.tif,ready,srtm_s200_x254161.063_y3364516.491
s200_x254297.293_y3364057.454,s200_x254297.293_y3364057.454,srtm,EPSG:32650,254197.29280875245,3363957.454095203,254397.29280875245,3364157.454095203,250.000,253947.292809,3363707.454095,254647.292809,3364407.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254297.293_y3364057.454.tif,ready,srtm_s200_x254297.293_y3364057.454
s200_x254297.293_y3364357.454,s200_x254297.293_y3364357.454,srtm,EPSG:32650,254197.29280875245,3364257.454095203,254397.29280875245,3364457.454095203,250.000,253947.292809,3364007.454095,254647.292809,3364707.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254297.293_y3364357.454.tif,ready,srtm_s200_x254297.293_y3364357.454
s300_x254436.063_y3364791.491,s300_x254436.063_y3364791.491,srtm,EPSG:32650,254286.06292971745,3364641.490741796,254586.06292971745,3364941.490741796,250.000,254036.062930,3364391.490742,254836.062930,3365191.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254436.063_y3364791.491.tif,ready,srtm_s300_x254436.063_y3364791.491
s700_x253341.241_y3364181.380,s700_x253341.241_y3364181.380,srtm,EPSG:32650,252991.240806092,3363831.379625299,253691.240806092,3364531.379625299,250.000,252741.240806,3363581.379625,253941.240806,3364781.379625,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x253341.241_y3364181.380.tif,ready,srtm_s700_x253341.241_y3364181.380
s500_x254297.293_y3364432.454,s500_x254297.293_y3364432.454,srtm,EPSG:32650,254047.29280875245,3364182.454095203,254547.29280875245,3364682.454095203,250.000,253797.292809,3363932.454095,254797.292809,3364932.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254297.293_y3364432.454.tif,ready,srtm_s500_x254297.293_y3364432.454
s300_x254197.293_y3364182.454,s300_x254197.293_y3364182.454,srtm,EPSG:32650,254047.29280875245,3364032.454095203,254347.29280875245,3364332.454095203,250.000,253797.292809,3363782.454095,254597.292809,3364582.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254197.293_y3364182.454.tif,ready,srtm_s300_x254197.293_y3364182.454
s300_x254211.063_y3364566.491,s300_x254211.063_y3364566.491,srtm,EPSG:32650,254061.06292971745,3364416.490741796,254361.06292971745,3364716.490741796,250.000,253811.062930,3364166.490742,254611.062930,3364966.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254211.063_y3364566.491.tif,ready,srtm_s300_x254211.063_y3364566.491
s200_x254447.293_y3364057.454,s200_x254447.293_y3364057.454,srtm,EPSG:32650,254347.29280875245,3363957.454095203,254547.29280875245,3364157.454095203,250.000,254097.292809,3363707.454095,254797.292809,3364407.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254447.293_y3364057.454.tif,ready,srtm_s200_x254447.293_y3364057.454
s200_x254866.545_y3366022.637,s200_x254866.545_y3366022.637,srtm,EPSG:32650,254766.5454075462,3365922.637183411,254966.5454075462,3366122.637183411,250.000,254516.545408,3365672.637183,255216.545408,3366372.637183,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254866.545_y3366022.637.tif,ready,srtm_s200_x254866.545_y3366022.637
s500_x254672.293_y3364057.454,s500_x254672.293_y3364057.454,srtm,EPSG:32650,254422.29280875245,3363807.454095203,254922.29280875245,3364307.454095203,250.000,254172.292809,3363557.454095,255172.292809,3364557.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254672.293_y3364057.454.tif,ready,srtm_s500_x254672.293_y3364057.454
s300_x254422.293_y3364182.454,s300_x254422.293_y3364182.454,srtm,EPSG:32650,254272.29280875245,3364032.454095203,254572.29280875245,3364332.454095203,250.000,254022.292809,3363782.454095,254822.292809,3364582.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254422.293_y3364182.454.tif,ready,srtm_s300_x254422.293_y3364182.454
s300_x254739.058_y3364779.565,s300_x254739.058_y3364779.565,srtm,EPSG:32650,254589.0576404855,3364629.5652137767,254889.0576404855,3364929.5652137767,250.000,254339.057640,3364379.565214,255139.057640,3365179.565214,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254739.058_y3364779.565.tif,ready,srtm_s300_x254739.058_y3364779.565
s200_x254297.293_y3364207.454,s200_x254297.293_y3364207.454,srtm,EPSG:32650,254197.29280875245,3364107.454095203,254397.29280875245,3364307.454095203,250.000,253947.292809,3363857.454095,254647.292809,3364557.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254297.293_y3364207.454.tif,ready,srtm_s200_x254297.293_y3364207.454
s300_x254422.293_y3364407.454,s300_x254422.293_y3364407.454,srtm,EPSG:32650,254272.29280875245,3364257.454095203,254572.29280875245,3364557.454095203,250.000,254022.292809,3364007.454095,254822.292809,3364807.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254422.293_y3364407.454.tif,ready,srtm_s300_x254422.293_y3364407.454
s500_x254866.545_y3366247.637,s500_x254866.545_y3366247.637,srtm,EPSG:32650,254616.5454075462,3365997.637183411,255116.5454075462,3366497.637183411,250.000,254366.545408,3365747.637183,255366.545408,3366747.637183,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254866.545_y3366247.637.tif,ready,srtm_s500_x254866.545_y3366247.637
s200_x254675.317_y3364345.530,s200_x254675.317_y3364345.530,srtm,EPSG:32650,254575.31714087684,3364245.5298480103,254775.31714087684,3364445.5298480103,250.000,254325.317141,3363995.529848,255025.317141,3364695.529848,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254675.317_y3364345.530.tif,ready,srtm_s200_x254675.317_y3364345.530
s200_x254597.293_y3364207.454,s200_x254597.293_y3364207.454,srtm,EPSG:32650,254497.29280875245,3364107.454095203,254697.29280875245,3364307.454095203,250.000,254247.292809,3363857.454095,254947.292809,3364557.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254597.293_y3364207.454.tif,ready,srtm_s200_x254597.293_y3364207.454
s200_x254083.067_y3364828.442,s200_x254083.067_y3364828.442,srtm,EPSG:32650,253983.06710738334,3364728.4419510043,254183.06710738334,3364928.4419510043,250.000,253733.067107,3364478.441951,254433.067107,3365178.441951,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254083.067_y3364828.442.tif,ready,srtm_s200_x254083.067_y3364828.442
s500_x254297.293_y3364057.454,s500_x254297.293_y3364057.454,srtm,EPSG:32650,254047.29280875245,3363807.454095203,254547.29280875245,3364307.454095203,250.000,253797.292809,3363557.454095,254797.292809,3364557.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254297.293_y3364057.454.tif,ready,srtm_s500_x254297.293_y3364057.454
s200_x253077.414_y3363472.341,s200_x253077.414_y3363472.341,srtm,EPSG:32650,252977.41371175498,3363372.340820132,253177.41371175498,3363572.340820132,250.000,252727.413712,3363122.340820,253427.413712,3363822.340820,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x253077.414_y3363472.341.tif,ready,srtm_s200_x253077.414_y3363472.341
s200_x254447.293_y3364207.454,s200_x254447.293_y3364207.454,srtm,EPSG:32650,254347.29280875245,3364107.454095203,254547.29280875245,3364307.454095203,250.000,254097.292809,3363857.454095,254797.292809,3364557.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254447.293_y3364207.454.tif,ready,srtm_s200_x254447.293_y3364207.454
s200_x254689.058_y3364804.565,s200_x254689.058_y3364804.565,srtm,EPSG:32650,254589.0576404855,3364704.5652137767,254789.0576404855,3364904.5652137767,250.000,254339.057640,3364454.565214,255039.057640,3365154.565214,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254689.058_y3364804.565.tif,ready,srtm_s200_x254689.058_y3364804.565
s200_x254447.293_y3364357.454,s200_x254447.293_y3364357.454,srtm,EPSG:32650,254347.29280875245,3364257.454095203,254547.29280875245,3364457.454095203,250.000,254097.292809,3364007.454095,254797.292809,3364707.454095,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254447.293_y3364357.454.tif,ready,srtm_s200_x254447.293_y3364357.454
s300_x254739.058_y3364554.565,s300_x254739.058_y3364554.565,srtm,EPSG:32650,254589.0576404855,3364404.5652137767,254889.0576404855,3364704.5652137767,250.000,254339.057640,3364154.565214,255139.057640,3364954.565214,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254739.058_y3364554.565.tif,ready,srtm_s300_x254739.058_y3364554.565
s200_x254161.063_y3364816.491,s200_x254161.063_y3364816.491,srtm,EPSG:32650,254061.06292971745,3364716.490741796,254261.06292971745,3364916.490741796,250.000,253811.062930,3364466.490742,254511.062930,3365166.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254161.063_y3364816.491.tif,ready,srtm_s200_x254161.063_y3364816.491
s500_x254839.058_y3364654.565,s500_x254839.058_y3364654.565,srtm,EPSG:32650,254589.0576404855,3364404.5652137767,255089.0576404855,3364904.5652137767,250.000,254339.057640,3364154.565214,255339.057640,3365154.565214,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s500_x254839.058_y3364654.565.tif,ready,srtm_s500_x254839.058_y3364654.565
s200_x254839.058_y3364804.565,s200_x254839.058_y3364804.565,srtm,EPSG:32650,254739.0576404855,3364704.5652137767,254939.0576404855,3364904.5652137767,250.000,254489.057640,3364454.565214,255189.057640,3365154.565214,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254839.058_y3364804.565.tif,ready,srtm_s200_x254839.058_y3364804.565
s200_x254638.610_y3366034.565,s200_x254638.610_y3366034.565,srtm,EPSG:32650,254538.6099540508,3365934.565271766,254738.6099540508,3366134.565271766,250.000,254288.609954,3365684.565272,254988.609954,3366384.565272,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254638.610_y3366034.565.tif,ready,srtm_s200_x254638.610_y3366034.565
s700_x254939.058_y3364754.565,s700_x254939.058_y3364754.565,srtm,EPSG:32650,254589.0576404855,3364404.5652137767,255289.0576404855,3365104.5652137767,250.000,254339.057640,3364154.565214,255539.057640,3365354.565214,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s700_x254939.058_y3364754.565.tif,ready,srtm_s700_x254939.058_y3364754.565
s300_x254211.063_y3364791.491,s300_x254211.063_y3364791.491,srtm,EPSG:32650,254061.06292971745,3364641.490741796,254361.06292971745,3364941.490741796,250.000,253811.062930,3364391.490742,254611.062930,3365191.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254211.063_y3364791.491.tif,ready,srtm_s300_x254211.063_y3364791.491
s200_x254311.063_y3364966.491,s200_x254311.063_y3364966.491,srtm,EPSG:32650,254211.06292971745,3364866.490741796,254411.06292971745,3365066.490741796,250.000,253961.062930,3364616.490742,254661.062930,3365316.490742,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s200_x254311.063_y3364966.491.tif,ready,srtm_s200_x254311.063_y3364966.491
s300_x254449.835_y3365175.528,s300_x254449.835_y3365175.528,srtm,EPSG:32650,254299.83531152448,3365025.5278006354,254599.83531152448,3365325.5278006354,250.000,254049.835312,3364775.527801,254849.835312,3365575.527801,/mnt/d/aiproject/imagematch/new2output/pose_v1_formal/dsm_cache/rasters/srtm_s300_x254449.835_y3365175.528.tif,ready,srtm_s300_x254449.835_y3365175.528
