source_group,query_id,candidate_id,raw_rank,rerank_rank,match_count,inlier_count,inlier_ratio,geom_valid,is_truth_hit,truth_hit_source,pnp_status,is_best_pose_candidate,best_candidate_id,global_score,fused_score,candidate_scale_level_m,matcher_score,method
g03_siftgpu,q_021,cw_s200_x254833.721_y3364052.517,8,6,631,392,0.6212361331220285,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.8723554015159607,0.6381102662890986,200.0,0.6212361331220285,SIFTGPU
g03_siftgpu,q_021,cw_s300_x255108.721_y3364327.517,3,7,701,259,0.369472182596291,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.9115831255912781,0.6977661376179082,300.0,0.369472182596291,SIFTGPU
g03_siftgpu,q_021,cw_s300_x254883.721_y3364327.517,2,8,402,218,0.5422885572139303,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.9167438745498657,0.7692818160331578,300.0,0.5422885572139303,SIFTGPU
g03_siftgpu,q_021,cw_s200_x254833.721_y3363902.517,15,9,401,212,0.5286783042394015,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.8199765086174011,0.37882210303593367,200.0,0.5286783042394015,SIFTGPU
g03_siftgpu,q_021,cw_s200_x254833.721_y3364202.517,11,10,409,182,0.4449877750611247,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.8370513916015625,0.4064446167667266,200.0,0.4449877750611247,SIFTGPU
g03_siftgpu,q_021,cw_s200_x254983.721_y3364352.517,4,11,215,150,0.6976744186046512,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.8953927755355835,0.73108788004222,200.0,0.6976744186046512,SIFTGPU
g03_siftgpu,q_021,cw_s300_x254658.721_y3364102.517,9,12,250,78,0.312,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.8523050546646118,0.394960117327151,300.0,0.312,SIFTGPU
g03_siftgpu,q_021,cw_s200_x254683.721_y3364202.517,19,13,111,45,0.40540540540540543,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.801853358745575,0.24030441393726237,200.0,0.40540540540540543,SIFTGPU
g03_siftgpu,q_021,cw_s200_x254683.721_y3364052.517,12,14,98,38,0.3877551020408163,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.8357880115509033,0.3489702624869852,200.0,0.3877551020408163,SIFTGPU
g03_siftgpu,q_021,cw_s200_x254833.721_y3364352.517,13,15,54,22,0.4074074074074074,1,0,,ok,0,cw_s500_x254758.721_y3364127.517,0.8352828025817871,0.3349883483652205,200.0,0.4074074074074074,SIFTGPU
g03_siftgpu,q_021,cw_s200_x254233.721_y3364652.517,16,16,29,5,0.1724137931034483,0,0,,pnp_failed,0,cw_s500_x254758.721_y3364127.517,0.8136823177337646,0.10472334895576782,200.0,0.1724137931034483,SIFTGPU
g03_siftgpu,q_021,cw_s300_x254883.721_y3365002.517,10,17,21,4,0.19047619047619047,0,0,,pnp_failed,0,cw_s500_x254758.721_y3364127.517,0.8413999676704407,0.20267591850304154,300.0,0.19047619047619047,SIFTGPU
g03_siftgpu,q_021,cw_s500_x254008.721_y3364127.517,17,18,15,4,0.26666666666666666,0,0,,pnp_failed,0,cw_s500_x254758.721_y3364127.517,0.8076457977294922,0.09997942760273658,500.0,0.26666666666666666,SIFTGPU
g03_siftgpu,q_021,cw_s300_x255108.721_y3365002.517,18,19,20,4,0.2,0,0,,pnp_failed,0,cw_s500_x254758.721_y3364127.517,0.8026305437088013,0.07140830534485629,300.0,0.2,SIFTGPU
g03_siftgpu,q_021,cw_s500_x254008.721_y3364502.517,20,20,20,4,0.2,0,0,,pnp_failed,0,cw_s500_x254758.721_y3364127.517,0.8002368807792664,0.0632033395415781,500.0,0.2,SIFTGPU
